#
3000.00 0
3010.00 0
3020.00 0
3030.00 0
3040.00 0
3050.00 0.0001
3060.00 0.0002
3070.00 0.0005
3080.00 0.00095
3090.00 0.0018
3100.00 0.00315
3110.00 0.0052
3120.00 0.00815
3130.00 0.0122
3140.00 0.0175
3150.00 0.0243
3160.00 0.0329
3170.00 0.0434
3180.00 0.0558
3190.00 0.0699
3200.00 0.086
3210.00 0.1037
3220.00 0.12295
3230.00 0.14415
3240.00 0.1662
3250.00 0.1905
3260.00 0.21525
3270.00 0.24115
3280.00 0.2668
3290.00 0.29195
3300.00 0.3156
3310.00 0.3393
3320.00 0.36255
3330.00 0.3869
3340.00 0.41055
3350.00 0.43415
3360.00 0.4584
3370.00 0.48135
3380.00 0.5028
3390.00 0.522
3400.00 0.53915
3410.00 0.55505
3420.00 0.56965
3430.00 0.58345
3440.00 0.59745
3450.00 0.6115
3460.00 0.6261
3470.00 0.6402
3480.00 0.6548
3490.00 0.6677
3500.00 0.67975
3510.00 0.69055
3520.00 0.6989
3530.00 0.7068
3540.00 0.7134
3550.00 0.7199
3560.00 0.726
3570.00 0.73245
3580.00 0.73885
3590.00 0.74525
3600.00 0.75325
3610.00 0.75885
3620.00 0.7646
3630.00 0.77075
3640.00 0.77485
3650.00 0.7786
3660.00 0.78145
3670.00 0.7843
3680.00 0.78525
3690.00 0.7875
3700.00 0.7889
3710.00 0.7902
3720.00 0.7931
3730.00 0.79375
3740.00 0.79555
3750.00 0.79665
3760.00 0.79765
3770.00 0.7989
3780.00 0.8006
3790.00 0.80315
3800.00 0.80385
3810.00 0.8056
3820.00 0.80755
3830.00 0.80905
3840.00 0.8107
3850.00 0.8125
3860.00 0.81365
3870.00 0.81455
3880.00 0.8124
3890.00 0.8022
3900.00 0.7737
3910.00 0.7171
3920.00 0.62715
3930.00 0.50625
3940.00 0.38055
3950.00 0.26735
3960.00 0.1801
3970.00 0.11895
3980.00 0.07825
3990.00 0.0517
4000.00 0.0347
4010.00 0.02375
4020.00 0.0164
4030.00 0.01145
4040.00 0.00825
4050.00 0.006
4060.00 0.00445
4070.00 0.00325
4080.00 0.00245
4090.00 0.0019
4100.00 0.00145
4110.00 0.0011
4120.00 0.0009
4130.00 0.0007
4140.00 0.00055
4150.00 0.00045
4160.00 0.00035
4170.00 0.0003
4180.00 0.00025
4190.00 0.0002
4200.00 0.00015
4210.00 0.00015
4220.00 0.0001
4230.00 5e-05
4240.00 5e-05
4250.00 5e-05
4260.00 0
4270.00 0
4280.00 0
4290.00 0
4300.00 0
4310.00 0
4320.00 0
4330.00 0
4340.00 0
4350.00 0
4360.00 0
4370.00 0
4380.00 0
4390.00 0
4400.00 0
4410.00 0
4420.00 0
4430.00 0
4440.00 0
4450.00 0
4460.00 0
4470.00 0
4480.00 0
4490.00 0
4500.00 0
4510.00 0
4520.00 0
4530.00 0
4540.00 0
4550.00 0
4560.00 0
4570.00 0
4580.00 0
4590.00 0
4600.00 0
4610.00 0
4620.00 0
4630.00 0
4640.00 0
4650.00 0
4660.00 0
4670.00 0
4680.00 0
4690.00 0
4700.00 0
4710.00 0
4720.00 0
4730.00 0
4740.00 0
4750.00 0
4760.00 0
4770.00 0
4780.00 0
4790.00 0
4800.00 0
4810.00 0
4820.00 0
4830.00 0
4840.00 0
4850.00 0
4860.00 0
4870.00 0
4880.00 0
4890.00 0
4900.00 0
4910.00 0
4920.00 0
4930.00 0
4940.00 0
4950.00 0
4960.00 0
4970.00 0
4980.00 0
4990.00 0
5000.00 0
5010.00 0
5020.00 0
5030.00 0
5040.00 0
5050.00 0
5060.00 0
5070.00 0
5080.00 0
5090.00 0
5100.00 0
5110.00 0
5120.00 0
5130.00 0
5140.00 0
5150.00 0
5160.00 0
5170.00 0
5180.00 0
5190.00 0
5200.00 0
5210.00 0
5220.00 0
5230.00 0
5240.00 0
5250.00 0
5260.00 0
5270.00 0
5280.00 0
5290.00 0
5300.00 0
5310.00 0
5320.00 0
5330.00 0
5340.00 0
5350.00 0
5360.00 0
5370.00 0
5380.00 0
5390.00 0
5400.00 0
5410.00 0
5420.00 0
5430.00 0
5440.00 0
5450.00 0
5460.00 0
5470.00 0
5480.00 0
5490.00 0
5500.00 0
5510.00 0
5520.00 0
5530.00 0
5540.00 0
5550.00 0
5560.00 0
5570.00 0
5580.00 0
5590.00 0
5600.00 0
5610.00 0
5620.00 0
5630.00 0
5640.00 0
5650.00 0
5660.00 0
5670.00 0
5680.00 0
5690.00 0
5700.00 0
5710.00 0
5720.00 0
5730.00 0
5740.00 0
5750.00 0
5760.00 0
5770.00 0
5780.00 0
5790.00 0
5800.00 0
5810.00 0
5820.00 0
5830.00 0
5840.00 0
5850.00 0
5860.00 0
5870.00 0
5880.00 0
5890.00 0
5900.00 0
5910.00 0
5920.00 0
5930.00 0
5940.00 0
5950.00 0
5960.00 0
5970.00 0
5980.00 0
5990.00 0
6000.00 0
6010.00 0
6020.00 0
6030.00 0
6040.00 0
6050.00 0
6060.00 0
6070.00 0
6080.00 0
6090.00 0
6100.00 0
6110.00 0
6120.00 0
6130.00 0
6140.00 0
