3000          0.922
3100		0.922
3150		0.922
3200		0.922
3250		0.922
3300		0.922
3350		0.922
3400		0.922
3450		0.922
3500		0.922
3550		0.922
3600		0.922
3650		0.922
3700		0.924
3800		0.925
3900		0.924
4000		0.923
4200		0.921
4400		0.921
4600		0.920
4800		0.919
5000		0.918
5500		0.915
6000		0.910
6500		0.903
7000		0.897
7500		0.877
8000		0.866
8500		0.881
9000		0.902
10000		0.940
11000		0.950
