4500	0.000
4501	0.000
4502	0.000
4503	0.000
4504	0.000
4505	0.000
4506	0.000
4507	0.000
4508	0.000
4509	0.000
4510	0.000
4511	0.000
4512	0.000
4513	0.000
4514	0.000
4515	0.000
4516	0.000
4517	0.000
4518	0.000
4519	0.000
4520	0.000
4521	0.000
4522	0.000
4523	0.000
4524	0.000
4525	0.000
4526	0.000
4527	0.000
4528	0.000
4529	0.000
4530	0.000
4531	0.000
4532	0.000
4533	0.000
4534	0.000
4535	0.000
4536	0.000
4537	0.000
4538	0.000
4539	0.000
4540	0.000
4541	0.000
4542	0.000
4543	0.000
4544	0.000
4545	0.000
4546	0.000
4547	0.000
4548	0.000
4549	0.000
4550	0.000
4551	0.000
4552	0.000
4553	0.000
4554	0.0
4555	0.0
4556	0.0
4557	0.0
4558	0.0
4559	0.0
4560	0.0
4561	0.0
4562	0.0
4563	0.0
4564	0.0
4565	0.0
4566	0.0
4567	0.0
4568	0.0
4569	0.0
4570	0.0
4571	0.0
4572	0.0
4573	0.0
4574	0.0
4575	0.0
4576	0.0
4577	0.0
4578	0.0
4579	0.0
4580	0.0
4581	0.0
4582	0.0
4583	0.0
4584	0.0
4585	0.0
4586	0.0
4587	0.1
4588	0.1
4589	0.1
4590	0.1
4591	0.1
4592	0.1
4593	0.1
4594	0.1
4595	0.1
4596	0.1
4597	0.1
4598	0.2
4599	0.2
4600	0.2
4601	0.2
4602	0.2
4603	0.3
4604	0.3
4605	0.4
4606	0.4
4607	0.5
4608	0.5
4609	0.6
4610	0.7
4611	0.8
4612	0.9
4613	1.0
4614	1.2
4615	1.4
4616	1.6
4617	1.9
4618	2.2
4619	2.6
4620	3.1
4621	3.6
4622	4.3
4623	5.1
4624	6.2
4625	7.3
4626	8.9
4627	10.4
4628	12.6
4629	14.8
4630	17.7
4631	21.0
4632	24.7
4633	28.7
4634	33.0
4635	37.9
4636	42.8
4637	47.6
4638	51.9
4639	56.1
4640	59.3
4641	62.2
4642	64.0
4643	65.8
4644	67.0
4645	67.6
4646	68.1
4647	68.7
4648	68.8
4649	69.1
4650	69.2
4651	69.4
4652	69.7
4653	69.9
4654	70.2
4655	70.4
4656	70.5
4657	70.5
4658	70.5
4659	70.7
4660	70.4
4661	70.2
4662	70.1
4663	69.6
4664	69.4
4665	69.1
4666	68.7
4667	68.6
4668	68.1
4669	67.7
4670	67.7
4671	67.5
4672	67.4
4673	67.1
4674	66.7
4675	66.4
4676	65.8
4677	65.1
4678	63.8
4679	61.9
4680	59.8
4681	56.9
4682	53.7
4683	49.9
4684	45.5
4685	41.0
4686	36.4
4687	31.6
4688	27.8
4689	23.7
4690	20.3
4691	17.0
4692	14.4
4693	12.2
4694	10.4
4695	8.8
4696	7.4
4697	6.3
4698	5.3
4699	4.6
4700	3.8
4701	3.3
4702	2.9
4703	2.5
4704	2.1
4705	1.9
4706	1.6
4707	1.4
4708	1.2
4709	1.1
4710	0.9
4711	0.8
4712	0.7
4713	0.6
4714	0.6
4715	0.5
4716	0.5
4717	0.4
4718	0.4
4719	0.3
4720	0.3
4721	0.3
4722	0.2
4723	0.2
4724	0.2
4725	0.2
4726	0.2
4727	0.1
4728	0.1
4729	0.1
4730	0.1
4731	0.1
4732	0.1
4733	0.1
4734	0.1
4735	0.1
4736	0.1
4737	0.1
4738	0.1
4739	0.000
4740	0.000
4741	0.000
4742	0.000
4743	0.000
4744	0.000
4745	0.000
4746	0.000
4747	0.000
4748	0.000
4749	0.000
4750	0.000
